Year,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Adjusted_Total,discrete
2014,7.0,125,18,5.74,6,10.4,5.783333333333334,2.4246400880868086,0
2018,7.1,109,8,6.05,3,5.0,6.29,2.4093330793467054,0
2003,6.4,127,4,4.43,3,5.7,75.84222222222222,2.4081540203850507,0
2017,7.6,111,16,5.9,5,5.0,3.3000000000000003,2.4069884257173797,0
1999,6.2,92,18,4.0,2,7.7,4.0,2.4013207263995193,0
1998,8.2,107,16,3.9,6,10.3,91.25399999999999,2.3925157200552114,0
2011,7.3,96,18,5.36,2,10.8,4.475,2.382866478714616,0
2011,7.1,107,17,5.35,5,8.5,5.783333333333334,2.378420832299103,0
2004,6.3,106,18,4.48,10,8.7,43.313,2.37183446571958,0
1997,7.6,134,16,3.8,9,8.5,9.52125,2.3673554148063545,0
2016,7.3,119,18,5.66,2,5.0,5.725,2.3582252480094668,0
2017,5.7,105,16,5.78,2,10.4,33.91166666666667,2.3580327289231278,0
1984,7.4,89,0,2.44,2,5.0,3.355454545454545,2.3487887052783574,0
2004,6.5,106,18,4.43,6,10.4,2.2399999999999998,2.3453630989146736,0
2010,7.4,148,18,5.1,5,5.5,47.84166666666667,2.3388540990711073,0
2009,7.2,127,18,5.01,5,8.53,5.8149999999999995,2.3352615166614616,0
2009,7.8,97,18,5.01,5,9.5,35.696666666666665,2.3352615166614616,0
2019,6.0,109,4,5.96,6,8.3,72.13333333333334,2.3312447093098867,0
2006,7.2,105,18,4.66,2,5.8,37.2525,2.3116034889008303,0
2019,5.9,125,0,5.88,6,3.8,5.88,2.299952834017137,0
2006,5.9,84,18,4.61,2,10.0,4.61,2.2868008763589764,0
2013,6.0,141,4,5.31,6,2.6,5.07,2.2793898017696392,0
2017,5.9,161,4,5.56,6,8.54,4.91,2.268280618133666,0
2015,7.0,106,18,5.35,1,2.7,5.35,2.257222055801904,0
2002,6.9,107,16,4.06,2,5.7,4.06,2.257123002084781,0
2013,7.7,126,0,5.21,0,1.2,5.58,2.236463440154392,0
2012,6.4,125,18,5.13,5,8.5,32.60124999999999,2.2343797581744864,0
2014,6.8,93,18,5.28,2,5.7,5.28,2.2303309521077264,0
2007,7.0,99,18,4.6,10,8.52,15.454999999999998,2.2185523222656234,0
2007,7.5,157,16,4.6,5,5.52,64.43333333333334,2.2185523222656234,0
1973,7.2,110,1,0.98,5,8.5,2.8649999999999998,2.207207207207207,0
2003,7.7,121,18,4.06,2,5.7,4.06,2.2070215175537937,0
2006,7.7,145,16,4.4,5,2.57,63.32285714285714,2.1826299036831878,0
2019,7.9,154,4,5.57,5,0.52,4.34,2.17869681725773,0
2018,7.2,98,8,5.47,1,2.7,2.75,2.178355693227517,0
2005,7.5,103,16,4.24,2,9.4,125.1325,2.171111585235758,0
2002,7.3,122,18,3.9,2,5.7,3.9,2.1681723419041,0
2016,7.8,101,4,5.2,3,2.7,80.2175,2.1665673656624076,0
1973,7.6,112,16,0.96,2,10.4,28.06625,2.162162162162162,0
2007,6.7,96,0,4.43,2,5.7,4.43,2.136562345138416,0
2008,6.0,107,18,4.6,10,5.5,4.6,2.1365288373335187,0
1994,7.7,92,1,3.15,2,2.9,18.791818181818183,2.125147579693034,0
2010,6.2,126,4,4.63,6,10.3,4.63,2.1233126428822016,0
2000,8.3,102,16,3.64,5,5.0,38.455714285714286,2.1138211382113825,0
1984,8.1,145,1,2.18,5,5.0,2.755,2.0985079416011554,0
2016,8.4,106,1,5.02,0,5.8,6.41,2.0915708030048625,0
2009,6.9,119,8,4.44,1,5.7,22.299999999999997,2.0695730806341097,0
1994,7.3,99,4,3.05,1,10.4,164.73624999999998,2.057682577163096,0
2015,5.0,158,4,4.83,6,2.7,5.07,2.037828510191252,0
2010,6.7,104,18,4.44,5,5.0,18.61,2.036178862720729,0
2010,7.3,123,0,4.43,2,5.0,10.64,2.031592874291178,0
2004,6.4,99,9,3.83,2,5.7,13.9725,2.0277066972558013,0
1997,7.5,112,18,3.25,5,5.0,1.945,2.0247118679264875,0
2016,6.8,117,18,4.85,1,5.3,14.873333333333333,2.0207407160505144,0
1992,8.3,99,11,2.83,10,8.5,85.19,2.016866611236489,0
2010,7.1,155,1,4.37,6,8.51,4.37,2.0040769437138706,0
2000,7.4,108,16,3.45,5,5.53,3.9475,2.003484320557492,0
2004,7.0,131,18,3.77,5,5.5,6.085,1.995941057089914,0
2005,7.2,91,18,3.89,2,5.0,3.89,1.9918924685299761,0
2015,6.3,99,18,4.72,1,10.4,4.72,1.991418337081306,0
1999,7.5,116,18,3.31,10,5.0,3.355454545454545,1.9870929010956022,0
2004,7.6,125,18,3.75,10,5.0,4.933333333333334,1.9853525103679517,0
2011,6.8,130,9,4.46,5,8.5,112.40500000000002,1.9827583013185046,0
2018,6.1,111,4,4.97,6,10.3,4.97,1.9792372569178718,0
2015,6.9,106,9,4.69,5,1.5,4.69,1.9787610171422303,0
1998,7.3,84,18,3.22,5,8.5,38.455714285714286,1.975359132968662,0
1985,6.7,91,4,2.12,5,9.5,32.093333333333334,1.97087077781221,0
2006,7.2,120,9,3.96,5,5.52,24.239999999999995,1.964366913314869,0
1969,7.2,85,8,0.72,2,10.0,13.9725,1.9627442071785548,0
2013,7.1,126,16,4.56,6,8.51,12.138,1.9574420896552833,0
1990,6.9,103,16,2.55,10,8.5,2.275,1.9516550800433698,0
2002,7.5,185,1,3.5,5,0.51,5.66,1.9457956914523975,0
1994,7.3,89,4,2.88,10,8.5,20.836363636363636,1.9429920728622023,0
2007,6.8,135,18,4.02,1,0.53,8.407499999999999,1.9388218120669143,0
2010,6.1,107,18,4.22,2,5.7,4.611666666666666,1.9352871172706028,0
2004,7.8,97,9,3.64,2,0.53,3.64,1.9271155033971588,0
2007,5.9,98,18,3.99,10,8.7,3.99,1.924352992573878,0
1999,6.9,89,18,3.19,10,5.5,59.36888888888888,1.915053279303617,0
1991,8.1,125,0,2.6,5,5.52,19.913333333333334,1.9090742213791838,0
2013,7.1,116,18,4.44,1,5.7,4.44,1.905930455716987,0
2007,6.9,97,18,3.95,2,5.7,3.95,1.9050612332498291,0
2007,7.5,160,18,3.9,1,10.4,6.386666666666667,1.880946534094768,0
1985,7.2,84,16,2.02,2,8.3,4.38,1.8779051750852187,0
1991,6.9,115,0,2.54,5,5.0,11.234166666666665,1.8650186624242795,0
2003,7.5,99,18,3.43,2,10.4,3.43,1.8645526613816534,0
1996,7.4,84,18,2.92,2,2.9,13.050000000000002,1.8616512591648076,0
2005,6.7,99,4,3.63,5,9.7,68.11,1.8587582675485381,0
2005,7.3,117,18,3.63,5,9.7,3.156,1.8587582675485381,0
2014,6.1,108,18,4.4,2,5.7,4.4,1.8586091267564386,0
2011,6.8,92,18,4.17,2,5.3,9.227500000000001,1.8538345552686468,0
2010,7.9,165,4,4.02,3,5.7,3.0066666666666664,1.8435673486795787,0
1999,5.6,86,4,3.07,2,10.8,3.07,1.8430136575116312,0
2011,7.6,101,16,4.11,6,10.8,3.37,1.827160676775573,0
2018,7.5,89,18,4.57,5,0.52,4.2,1.819942507870156,0
2013,7.8,104,1,4.23,5,5.5,4.23,1.815785096324967,0
2015,7.1,95,18,4.25,5,5.5,2.355,1.7931203247024474,0
2011,7.2,101,19,4.0,5,5.0,25.805,1.778258566204937,0
2019,6.8,112,9,4.54,1,5.7,4.54,1.7758139228635716,0
2014,7.0,111,18,4.19,5,1.5,4.19,1.769902782070336,0
2012,7.4,86,18,4.06,2,5.7,4.611666666666666,1.7683395357092426,0
2018,6.2,89,4,4.41,6,2.2,4.41,1.7562246082510695,0
2008,7.5,128,9,3.77,5,5.0,3.77,1.7510247210320362,0
2016,6.1,98,18,4.2,2,5.7,7.982000000000001,1.7499197953427137,0
2012,6.9,86,18,4.01,3,2.7,220.16666666666666,1.7465619552202125,0
2003,6.3,108,18,3.2,2,5.5,13.9725,1.739524348810872,0
2007,6.7,162,4,3.6,6,2.7,2.66,1.7362583391644013,0
2002,6.6,107,8,3.12,3,2.1,3.12,1.73453787352328,0
1971,7.6,157,16,0.7,5,4.2,8.324000000000002,1.7287507717637374,0
2018,7.4,95,18,4.33,2,10.4,4.33,1.7243656584415263,0
1998,7.7,134,0,2.81,2,5.0,3.79,1.7238382495782423,0
2007,6.7,106,16,3.57,2,5.7,3.57,1.7217895196713646,0
2017,6.6,105,9,4.22,10,8.52,220.16666666666666,1.7216086705978542,0
2017,6.9,119,18,4.21,1,5.0,50.56666666666667,1.7175290291983332,0
2002,7.0,111,18,3.08,2,10.1,3.3975,1.7123002084781098,0
2001,7.7,95,18,3.03,2,0.53,2.4166666666666665,1.7112198795180726,0
2005,6.8,116,18,3.34,6,10.4,82.03166666666667,1.7102624279923186,0
1999,6.8,97,0,2.84,8,9.5,11.234166666666665,1.704937715743659,0
2015,6.6,95,18,4.03,2,10.4,13.9725,1.700299978482556,0
2014,6.8,150,18,3.96,1,2.53,4.933333333333334,1.6727482140807948,0
1993,6.7,117,18,2.4,10,8.52,41.78600000000001,1.6613787135852325,0
1972,6.6,89,1,0.69,5,7.5,0.69,1.6500597847748104,0
2013,7.2,160,4,3.83,5,0.51,2.275,1.6440796498639771,0
2013,7.4,82,9,3.83,5,5.0,4.2,1.6440796498639771,0
2019,8.2,138,4,4.19,6,2.53,4.19,1.6389119684577897,0
2001,7.4,210,1,2.9,5,0.51,3.0066666666666664,1.6378012048192774,0
2010,6.5,106,18,3.57,1,0.53,3.57,1.6371978693497755,0
2011,7.0,148,4,3.68,6,10.8,1.5933333333333335,1.635997880908542,0
2008,6.7,114,9,3.52,6,2.2,171.522,1.6349090233508667,0
2015,7.2,108,1,3.87,1,5.0,3.87,1.6327942721408166,0
2001,7.7,99,18,2.89,0,5.8,14.184545454545455,1.6321536144578315,0
2016,5.8,92,18,3.91,6,8.3,3.91,1.6290919999500026,0
2008,7.0,118,18,3.49,2,5.7,4.933333333333334,1.6209751396291265,0
2018,5.4,107,9,4.05,5,8.51,13.790000000000001,1.612859334108125,0
2008,7.5,213,4,3.44,6,2.53,1.5766666666666669,1.5977520000928926,0
1995,7.3,102,4,2.42,1,10.4,2.42,1.5881001859345945,0
2007,7.1,118,18,3.29,5,5.0,1.2225000000000001,1.5867472044030222,0
2000,8.1,98,1,2.73,5,5.5,2.07,1.5853658536585369,0
2016,6.4,76,4,3.78,0,6.1,3.78,1.5749278158084423,0
2016,5.2,92,18,3.76,8,9.7,3.76,1.5665948644020484,0
2016,7.4,108,4,3.74,3,5.1,111.91000000000001,1.5582619129956545,0
2019,7.0,107,1,3.96,6,1.2,2.283333333333333,1.5489478269911328,0
2004,7.8,192,1,2.92,5,0.5,2.985,1.5459278214065117,0
2016,6.6,112,9,3.71,5,9.5,8.6825,1.5457624858860637,0
2015,6.3,93,0,3.64,6,8.2,29.957500000000003,1.5357548192745667,0
2014,6.6,106,18,3.59,2,5.0,25.130000000000006,1.516456082967185,0
2014,7.4,102,18,3.59,10,5.5,4.475,1.516456082967185,0
2011,6.6,86,9,3.41,5,5.5,1.72,1.5159654276897088,0
2015,6.1,96,18,3.59,5,0.52,3.59,1.5146592860427732,0
2010,6.3,98,18,3.25,2,5.7,13.9725,1.4904462396041374,0
2005,7.2,95,4,2.91,10,5.0,45.56166666666667,1.4900789417537867,0
1994,7.9,102,16,2.2,10,5.0,44.49142857142857,1.484230055658627,0
1991,7.7,129,18,2.02,2,5.0,3.355454545454545,1.4832038181484428,0
1997,8.4,134,1,2.38,0,3.6,5.58,1.4827120755892431,0
2013,5.8,104,18,3.45,2,5.5,3.45,1.480959475726037,0
2013,6.8,98,9,3.45,2,5.5,9.227500000000001,1.480959475726037,0
2006,7.0,88,8,2.98,1,5.7,34.79,1.4782357074945225,0
2014,8.0,139,18,3.49,5,5.0,1.7750000000000001,1.4742149664499933,0
2017,5.8,87,9,3.61,2,5.7,3.61,1.4727505452270746,0
2010,7.4,129,9,3.21,2,5.0,4.933333333333334,1.4721022858859325,0
2019,8.1,122,17,3.76,5,5.5,3.76,1.4707181387592574,0
1991,7.7,98,18,2.0,5,7.1,2.205,1.4685186318301413,0
2008,7.0,110,18,3.15,5,5.5,18.498,1.4630577907827358,0
1998,7.4,110,18,2.38,2,5.7,2.38,1.460048054802924,0
1992,6.8,81,18,2.04,6,10.8,52.63416666666666,1.4538543770043946,0
2012,7.0,89,9,3.33,2,10.4,17.665,1.4503868605694037,0
2012,6.4,95,18,3.3,2,10.8,3.3,1.4373203122759854,0
2016,7.5,132,4,3.44,5,5.0,35.355714285714285,1.4332676418997465,0
2008,7.5,124,18,3.08,5,5.0,3.08,1.4305453954320084,0
2008,6.5,121,18,3.07,5,9.7,18.325,1.4259007675247615,0
1992,7.0,96,16,2.0,10,8.52,2.275,1.4253474284356809,0
2017,6.6,114,18,3.48,5,5.5,2.75,1.4197152070333017,0
2011,7.6,120,18,3.19,5,8.5,5.8149999999999995,1.418161206548437,0
2015,7.7,116,9,3.36,2,5.7,3.36,1.417619833176523,0
1994,7.3,103,16,2.1,5,9.7,10.331999999999999,1.4167650531286893,0
1978,6.2,132,1,0.92,0,3.7,0.92,1.4103219213081246,0
2017,7.1,113,18,3.45,5,9.7,13.225,1.407476282834739,0
2016,6.9,117,18,3.37,2,2.9,14.184545454545455,1.4041023119773681,0
2014,6.7,107,9,3.32,10,5.5,3.32,1.4024050683707672,0
2013,6.2,128,4,3.25,1,10.4,102.07857142857142,1.395106752495542,0
1995,7.0,94,16,2.12,2,5.5,18.791818181818183,1.3912282620584053,0
1970,7.9,113,4,0.54,5,5.0,17.552,1.3908564069542824,0
2011,8.2,155,1,3.11,2,5.1,4.34,1.3825960352243383,0
2003,7.1,115,16,2.53,5,5.5,17.552,1.3753114382785956,0
2008,6.4,92,18,2.93,2,5.0,2.93,1.3608759768233067,0
2015,7.0,95,17,3.22,10,8.3,1.7400000000000002,1.3585523401275013,0
1987,7.6,107,0,1.54,2,5.0,7.32,1.3553355335533555,0
2016,7.9,106,9,3.24,2,0.53,9.616666666666667,1.3499381278358078,0
2011,7.1,135,1,3.03,5,7.5,1.6,1.3470308639002397,0
2012,6.6,92,18,3.09,2,5.7,22.784999999999997,1.345854474222059,0
2006,7.1,106,16,2.69,5,5.0,2.69,1.334380554751767,0
2017,6.6,143,4,3.26,6,10.4,3.26,1.3299630962438402,0
2012,6.7,198,4,3.05,5,5.5,2.985,1.328432409830835,0
1999,6.7,85,18,2.21,2,5.7,2.21,1.3267297013357346,0
1992,7.2,139,18,1.86,5,8.53,10.331999999999999,1.3255731084451834,0
2011,6.8,102,18,2.98,5,9.7,2.98,1.324802631822678,0
2018,7.9,121,16,3.31,10,8.52,1.4233333333333336,1.3181640483698502,0
2014,6.7,84,18,3.12,2,5.7,3.12,1.3179228353363837,0
1986,7.7,107,0,1.44,2,10.4,3.355454545454545,1.3137687219645706,0
2014,8.1,122,17,3.11,2,8.52,3.11,1.3136987236846644,0
2006,6.5,152,4,2.64,6,10.8,2.64,1.3095779422099127,0
1973,7.9,123,0,0.58,2,5.0,6.716666666666666,1.306306306306306,0
1996,6.4,100,0,2.04,5,5.0,11.234166666666665,1.30060567421103,0
2003,8.0,103,18,2.38,5,5.5,1.31,1.293771234428086,0
2008,6.4,110,18,2.78,1,2.7,2.78,1.2912065582146048,0
1998,7.5,177,1,2.1,2,5.1,3.0066666666666664,1.2882776954143447,0
2013,6.7,93,18,2.96,2,2.9,2.96,1.2706203038113244,0
2015,7.2,106,18,2.99,1,5.0,10.113333333333333,1.2615128872612513,0
2016,6.2,109,18,3.02,2,5.8,1.53,1.2582756623654752,0
2018,6.9,122,18,3.14,5,4.0,2.426666666666667,1.250463780024571,0
2014,6.3,92,18,2.96,5,9.7,2.96,1.2503370489088768,0
2010,6.4,97,18,2.71,5,5.0,2.71,1.242802864408373,0
2004,7.3,105,4,2.34,6,10.4,85.06199999999998,1.2388599664696018,0
2010,7.3,133,16,2.7,3,2.53,50.885000000000005,1.238216875978822,0
1999,6.9,101,16,2.06,3,4.6,2.06,1.2366801740957527,0
2016,7.2,120,18,2.96,6,1.2,1.49,1.2332768081462935,0
2017,6.6,98,19,3.02,2,5.0,3.02,1.2320517026553366,0
1993,7.7,131,0,1.77,2,5.0,4.933333333333334,1.2252668012691088,0
2013,7.7,141,0,2.85,5,5.0,1.8966666666666667,1.2234013060345523,0
1981,7.3,124,0,1.11,5,8.0,1.11,1.2207863623865824,0
2012,8.1,151,1,2.8,2,5.7,2.8,1.2195445073856848,0
2003,7.2,94,1,2.22,5,1.5,18.543333333333333,1.2067950169875425,0
2009,7.5,96,18,2.53,3,10.4,43.68000000000001,1.1792837599108776,0
2008,7.1,97,18,2.51,10,5.0,2.51,1.1658016047189417,0
2019,4.7,150,4,2.97,6,2.7,4.91,1.1617108702433498,0
2006,6.3,105,1,2.34,2,5.52,55.695,1.160762266958786,0
2017,6.6,92,4,2.83,2,10.4,2.83,1.154538516064438,0
1960,7.7,90,1,0.34,10,5.0,0.14333333333333334,1.1496196111580728,0
2014,7.4,110,9,2.72,1,5.0,2.72,1.1489583692676166,0
2015,7.3,124,18,2.7,2,0.53,1.8966666666666667,1.139158794516849,0
2018,7.0,116,18,2.86,1,10.4,2.86,1.1389574556911697,0
2011,7.1,80,18,2.55,2,5.0,10.331999999999999,1.1336398359556472,0
2006,7.8,117,18,2.28,3,5.8,44.866,1.1309991319085606,0
2015,7.0,105,4,2.68,6,1.2,2.283333333333333,1.1307205812241314,0
2008,7.3,186,4,2.43,6,5.5,1.57,1.1286445814609678,0
2013,6.3,108,18,2.61,5,8.5,4.8566666666666665,1.1203780381579584,0
2010,7.1,103,18,2.43,5,2.5,17.015,1.1143951883809395,0
2002,6.9,92,18,2.0,2,7.7,1.07,1.111883252258513,0
2014,7.9,150,16,2.63,6,10.8,3.37,1.110941364402144,0
2009,7.4,106,0,2.38,2,2.9,5.209999999999999,1.1093657504299959,0
2004,8.0,126,1,2.09,1,5.0,19.93,1.1065031324450718,0
2006,8.0,144,1,2.22,2,5.7,6.82,1.1012359968583356,0
2006,7.5,147,18,2.22,10,5.8,7.982000000000001,1.1012359968583356,0
2013,7.1,85,1,2.55,0,3.6,2.55,1.0946222211888097,0
2006,8.1,167,4,2.2,2,10.4,1.915,1.0913149518415939,0
2006,7.1,120,4,2.2,5,8.3,12.138,1.0913149518415939,0
2016,7.7,132,4,2.61,2,5.1,2.61,1.0874501585344005,0
2001,7.5,131,16,1.9,5,0.5,3.156,1.073042168674699,0
2003,7.0,95,4,1.97,2,0.53,3.355454545454545,1.070894677236693,0
2009,7.2,99,9,2.28,2,5.7,2.28,1.0627537441094075,0
2018,6.9,133,18,2.66,10,5.5,2.7199999999999998,1.0593100811673117,0
2005,7.2,110,18,2.06,10,5.5,171.522,1.0548325154683165,0
1997,6.9,106,18,1.69,2,10.4,1.69,1.0528501713217735,0
2006,7.1,168,1,2.1,6,5.7,2.1,1.041709726757885,0
2014,5.3,146,4,2.46,6,10.3,2.46,1.0391314663229179,0
2015,6.7,84,18,2.46,2,5.0,4.611666666666666,1.0379002350042401,0
2014,6.9,112,16,2.45,1,10.4,19.35,1.0349073546711989,0
2009,7.8,144,4,2.22,5,9.7,3.156,1.0347865403170549,0
2014,7.0,115,4,2.44,1,2.53,48.411,1.0306832430194794,0
2017,6.8,89,16,2.52,10,5.0,2.13,1.0280696326792875,0
2014,6.6,122,18,2.43,5,4.0,3.7249999999999996,1.0264591313677605,0
2012,5.5,132,4,2.35,6,3.3,5.265,1.023546282984414,0
2010,7.0,91,9,2.23,5,5.0,2.4166666666666665,1.0226754197899157,0
2010,7.5,90,8,2.23,0,5.8,4.615,1.0226754197899157,0
2008,6.6,111,18,2.2,10,5.5,0.92,1.0218181395942918,0
2012,7.4,118,18,2.34,5,1.5,8.15,1.0191907668866078,0
2005,6.8,130,9,1.99,10,5.0,10.331999999999999,1.01898869212716,0
1998,8.1,105,18,1.65,5,5.0,4.8566666666666665,1.012218189254128,0
2016,7.7,124,4,2.4,5,5.0,2.7199999999999998,0.9999541687672648,0
2013,6.9,101,18,2.32,10,5.5,20.836363636363636,0.9958915894737406,0
2006,6.4,101,0,1.99,2,5.7,2.4166666666666665,0.9871439791658052,0
1994,7.6,92,1,1.46,2,5.7,2.205,0.9849890369370886,0
2008,7.9,114,18,2.12,5,7.7,10.979999999999999,0.9846611163363175,0
1999,5.9,109,0,1.64,3,2.1,1.64,0.984541497823803,0
2018,6.7,152,16,2.47,5,7.7,7.516666666666667,0.9836450753696466,0
2017,7.2,117,18,2.4,5,5.0,20.836363636363636,0.9791139358850356,0
2013,6.8,116,9,2.27,10,8.52,2.27,0.974428408666117,0
2003,7.9,186,1,1.79,2,5.1,1.79,0.9730464326160815,0
2005,7.3,104,16,1.9,10,5.6,12.9975,0.972903776402816,0
2009,7.8,155,16,2.08,10,5.0,2.426666666666667,0.9695297314682315,0
2008,6.9,99,18,2.08,2,5.7,37.10999999999999,0.9660826047073304,0
1971,7.4,112,4,0.39,6,10.8,0.39,0.963161144268368,0
2008,7.2,167,1,2.07,2,0.53,2.07,0.9614379768000834,0
2018,6.8,98,9,2.41,3,5.0,2.41,0.9597508630124892,0
1997,7.3,103,18,1.54,5,5.0,5.8149999999999995,0.959401931263628,0
2017,7.2,133,16,2.34,3,1.5,2.34,0.9546360874879096,0
1970,7.9,140,0,0.37,10,8.52,0.205,0.9529942047649712,0
2013,7.7,180,16,2.2,5,5.5,2.2,0.9443799555354438,0
2019,6.6,104,18,2.41,6,10.3,2.41,0.9426677431940986,0
2013,5.8,104,16,2.19,6,5.5,33.698750000000004,0.940087319373919,0
1988,7.2,103,1,1.11,2,10.0,23.064999999999998,0.9386230709604682,0
1988,8.1,86,1,1.11,0,2.1,5.58,0.9386230709604682,0
2014,6.9,149,4,2.22,2,5.7,2.22,0.9377527866816577,0
2017,7.0,121,17,2.29,5,8.5,11.3675,0.9342378804903049,0
2020,5.0,105,17,2.39,5,5.5,24.515,0.9234531997910961,0
1993,7.9,94,1,1.32,5,9.1,2.205,0.9137582924718779,0
2018,6.9,111,9,2.29,1,2.53,4.166666666666667,0.9119624382981744,0
2002,6.8,98,18,1.64,5,9.7,11.234166666666665,0.9117442668519805,0
2004,7.0,179,4,1.72,6,2.7,2.66,0.9106150180887671,0
2006,7.5,127,0,1.83,5,1.5,0.7966666666666667,0.9077756190318713,0
1964,8.4,95,16,0.28,2,1.5,27.401428571428575,0.9027404621171414,0
2012,7.4,120,18,2.06,5,5.5,2.426666666666667,0.8972363161480396,0
2016,7.3,118,18,2.14,2,5.7,3.355454545454545,0.8916258004841446,0
2019,7.9,154,1,2.27,1,5.0,1.85,0.8879069614317858,0
2016,7.6,118,16,2.13,6,8.7,1.68,0.8874593247809476,0
2011,6.7,102,16,1.99,5,8.5,22.919999999999998,0.8846836366869562,0
1973,7.3,116,0,0.39,2,4.0,0.39,0.8783783783783783,0
2005,7.4,106,9,1.71,2,5.0,1.71,0.8756133987625344,0
1997,6.8,137,20,1.4,5,5.5,63.60142857142858,0.8721835738760253,0
2001,6.9,108,18,1.54,1,10.4,4.48,0.8697289156626508,0
2013,6.6,120,18,2.01,5,5.5,18.498,0.8628198684664736,0
2007,7.0,96,1,1.78,6,2.2,26.435000000000002,0.8584832899201762,0
2015,7.0,119,18,2.02,2,5.6,2.02,0.8522595425644572,0
2009,7.2,103,18,1.82,6,10.4,1.82,0.8483385150347026,0
2020,5.6,93,3,2.19,0,2.2,2.19,0.8461767813985357,0
2012,6.8,106,16,1.94,1,10.4,8.105,0.8449701229743672,0
2001,7.1,128,16,1.49,5,5.5,1.49,0.8414909638554218,0
2016,8.1,145,16,2.01,5,8.53,0.83,0.8374616163425843,0
2001,8.0,113,4,1.48,5,9.5,5.603333333333334,0.8358433734939761,0
2015,7.3,139,4,1.98,2,5.7,0.9775,0.8353831159790225,0
2015,7.0,101,14,1.98,2,5.0,19.540000000000003,0.8353831159790225,0
2015,6.4,125,18,1.98,5,0.57,7.516666666666667,0.8353831159790225,0
2003,8.0,178,3,1.53,10,5.0,1.6,0.8317100792751981,0
2005,6.8,99,18,1.62,2,10.0,1.62,0.8295284830381906,0
2010,5.4,105,18,1.8,5,8.5,3.456666666666667,0.8254779173192145,0
2017,7.2,104,16,2.02,5,5.0,2.75,0.8240875627032385,0
2010,6.3,97,18,1.77,2,5.7,13.933333333333332,0.8117199520305609,0
2013,7.2,123,18,1.88,2,5.8,3.355454545454545,0.8070155983666518,0
2008,7.2,134,0,1.73,1,2.53,59.36888888888888,0.803520627953693,0
2010,7.7,90,8,1.75,2,5.7,61.743333333333325,0.8025479751714585,0
2011,6.7,100,18,1.8,1,2.6,1.8,0.8002163547922216,0
2009,6.6,122,18,1.7,10,5.0,3.595,0.7924041074499968,0
2014,6.4,102,18,1.87,5,5.0,14.870000000000001,0.7899088788714864,0
2015,6.9,132,16,1.87,1,10.4,58.7425,0.7889729428690768,0
2004,6.4,114,18,1.49,6,7.7,40.076,0.7888467307861994,0
2019,7.9,137,1,2.0,5,5.5,4.611666666666666,0.782296882318754,0
2011,7.5,112,18,1.74,5,9.7,2.13,0.7735424762991476,0
2011,7.3,121,18,1.73,5,8.3,8.6825,0.7690968298836351,0
2014,7.2,129,9,1.82,1,2.53,1.82,0.7687883206128905,0
2014,5.3,102,14,1.82,2,8.0,18.791818181818183,0.7687883206128905,0
2014,6.7,124,18,1.81,5,5.0,1.56,0.7645642089611713,0
2004,7.4,129,18,1.44,5,2.5,2.07,0.7623753639812935,0
2015,7.4,107,18,1.78,5,1.5,1.78,0.7510009830518485,0
2016,6.3,91,4,1.8,6,10.3,0.5525,0.7499656265754487,0
2006,7.0,106,9,1.5,2,5.5,1.5,0.7440783762556321,0
2016,7.9,184,1,1.78,1,5.3,1.4300000000000002,0.7416326751690548,0
2017,6.2,88,18,1.8,6,8.52,58.569,0.7343354519137768,0
2008,7.0,137,0,1.58,10,5.0,0.6033333333333334,0.7338512093449914,0
2013,6.8,99,18,1.7,5,8.5,0.83,0.7297481474592066,0
2019,7.8,118,4,1.86,10,5.5,1.4500000000000002,0.7275361005564412,0
2012,7.8,134,1,1.67,2,5.1,1.535,0.7273711883336048,0
2017,7.1,107,4,1.74,1,5.1,18.7875,0.7098576035166508,0
2000,7.9,114,18,1.22,10,8.52,1.22,0.7084785133565623,0
2013,8.2,186,1,1.63,1,5.3,1.915,0.6996996943285334,0
2011,6.7,90,18,1.57,2,5.7,1.0050000000000001,0.6979664872354377,0
2008,8.0,130,9,1.5,5,5.0,1.5,0.696694186087017,0
2008,7.1,106,0,1.48,2,5.5,1.48,0.6874049302725235,0
2009,6.4,96,18,1.47,2,5.0,1.47,0.6851964929126444,0
1995,7.5,121,18,1.04,3,5.8,3.355454545454545,0.6824893361041233,0
2009,7.1,98,18,1.45,1,0.53,83.80999999999999,0.6758740916485267,0
2012,7.5,137,18,1.55,1,2.53,26.125,0.6751049951599326,0
2018,1.9,160,4,1.69,6,10.8,1.69,0.6730203147266003,0
2003,7.1,81,18,1.23,10,8.52,27.390909090909098,0.668629671574179,0
2002,7.3,107,4,1.2,6,5.4,1.2,0.6671299513551077,0
2017,7.2,137,4,1.63,2,5.0,1.63,0.6649815481219201,0
2018,8.4,126,16,1.66,5,5.0,1.66,0.6610732085480217,0
2018,7.9,140,4,1.66,1,2.7,1.66,0.6610732085480217,0
2017,6.8,92,18,1.6,5,7.3,29.703333333333333,0.6527426239233571,0
2006,6.0,105,16,1.31,5,9.2,59.36888888888888,0.6498284485965854,0
2017,7.0,108,18,1.59,1,2.53,33.805,0.6486629825238361,0
2013,8.0,137,1,1.51,0,5.1,0.98,0.6481880603902365,0
2004,8.2,210,1,1.22,5,0.5,1.5766666666666669,0.645901350039707,0
